DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,DRILLDOWN: Drilldown level,UNIT_ID: Unit identifier,INDICATOR: Indicator,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment,FACNAME: Facility name,FACTYPE: Facility type,LATITUDE: Latitude,LONGITUDE: Longitude,HEALTHSTAFF: Health staff,DOCTORS: Doctors,MIDW: Midwives,NURSES: Nurses,NURSEAIDS: Nurse aides,PHARMAOT: Pharmacy officer techician,PHARMACIST: Pharmacist,MICROSCOPIST: Microscopist,OTHERHS: Other health staff,CATCHPOP: Catchment population,VACC: Vaccination,NEWBORN: Newborn care,STI: STI treatment,TB: Tuberculosis treatment,MALARIA: Malaria treatment,XRAY: X-ray machine,BEDS: Inpatient beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000766: ID000766,NFAC: Number of facilities,1,N: units,,,,,Poitete,Clinic,-7.88629576,157.1320532,2,0,0,1,1,0,0,0,0,3600,Weekly,Yes,Yes,Yes,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000768: ID000768,NFAC: Number of facilities,1,N: units,,,,,Ringgi,Clinic,-8.11397172,157.1287914,3,0,1,1,1,0,0,0,0,3000,Weekly,Yes,Yes,Yes,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000770: ID000770,NFAC: Number of facilities,1,N: units,,,,,Seghe,Community health centre,-8.57440464,157.8770872,13,0,1,5,2,2,1,2,0,5000,Weekly,Yes,Yes,Yes,Yes,No,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000724: ID000724,NFAC: Number of facilities,1,N: units,,,,,Cheara,Clinic,-8.54152699,158.0191018,0,0,0,0,0,0,0,0,0,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000728: ID000728,NFAC: Number of facilities,1,N: units,,,,,Falamae,Clinic,-7.3983956,155.5747628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000738: ID000738,NFAC: Number of facilities,1,N: units,,,,,Iringgila,Clinic,-7.60864354,156.5169403,2,0,0,2,0,0,0,0,0,5000,Monthly,Yes,No,Yes,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000755: ID000755,NFAC: Number of facilities,1,N: units,,,,,Mondo,Aid post,-8.037262,156.539553,0,0,0,0,0,0,0,0,0,500,,No,No,No,No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000779: ID000779,NFAC: Number of facilities,1,N: units,,,,,Vakambo,Aid post,-8.36956749,157.8466449,1,,,,1,,,,,500,Monthly,Yes,Yes,No,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000783: ID000783,NFAC: Number of facilities,1,N: units,,,,,Vonunu,Community health centre,-7.93195959,156.7144543,6,0,1,3,1,0,0,1,0,3558,Weekly,Yes,Yes,Yes,Yes,No,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000725: ID000725,NFAC: Number of facilities,1,N: units,,,,,Dovele,Clinic,-7.60286331,156.6328134,1,0,0,0,1,0,0,0,0,3000,Monthly,Yes,Yes,No,Yes,No,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000739: ID000739,NFAC: Number of facilities,1,N: units,,,,,Jella,Aid post,-7.9872032,157.5344262,1,0,0,0,1,0,0,0,0,500,Monthly,No,Yes,No,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000740: ID000740,NFAC: Number of facilities,1,N: units,,,,,Kara,Aid post,-8.12252425,156.6076208,1,0,0,0,1,0,,0,0,1000,Weekly,Yes,Yes,Yes,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000753: ID000753,NFAC: Number of facilities,1,N: units,,,,,Maleai,Aid post,-7.10811704,155.8481691,0,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000754: ID000754,NFAC: Number of facilities,1,N: units,,,,,Maravari,Aid post,-7.85284111,156.7164147,1,0,0,0,1,0,0,0,0,1500,Weekly,Yes,Yes,Yes,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-2: Western,DD: Drilldown,ID000781: ID000781,NFAC: Number of facilities,1,N: units,,,,,Varese,Aid post,-7.89618874,156.656945,1,0,0,0,1,0,0,0,0,900,Monthly,Yes,Yes,Yes,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000543: ID000543,NFAC: Number of facilities,1,N: units,,,,,Kalenga,Clinic,-8.55208317,159.8354575,2,0,0,2,0,0,0,0,0,1600,Weekly,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000560: ID000560,NFAC: Number of facilities,1,N: units,,,,,Samasodu,Clinic,-8.00437536,158.935792,4,0,0,3,0,0,0,1,0,1550,,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000564: ID000564,NFAC: Number of facilities,1,N: units,,,,,Tataba,Area health centre,-8.3940615,159.8099205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000530: ID000530,NFAC: Number of facilities,1,N: units,,,,,Allardyce PSS,Aid post,-7.7784899,158.6630798,1,0,0,1,0,0,0,0,0,288,,No,No,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000547: ID000547,NFAC: Number of facilities,1,N: units,,,,,Kmaga,Aid post,-8.218905,159.689795,1,0,0,0,1,0,0,0,0,650,,Yes,No,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000551: ID000551,NFAC: Number of facilities,1,N: units,,,,,Kolotubi,Aid post,-8.35045,159.5574176,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000534: ID000534,NFAC: Number of facilities,1,N: units,,,,,Biluro,Aid post,-8.29376402,159.4280763,1,0,0,1,0,0,0,0,0,1000,,Yes,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000555: ID000555,NFAC: Number of facilities,1,N: units,,,,,Moloforu,Clinic,-8.09283068,159.0696735,1,0,0,1,0,0,0,0,0,860,Monthly,Yes,Yes,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000535: ID000535,NFAC: Number of facilities,1,N: units,,,,,Bolotei,Area health centre,-7.8493956,159.0193664,3,0,0,1,1,0,0,1,0,900,Weekly,Yes,Yes,Yes,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000542: ID000542,NFAC: Number of facilities,1,N: units,,,,,Hoffi,Aid post,-8.19288399,159.6491042,3,0,0,1,1,0,0,1,0,1500,,Yes,No,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000556: ID000556,NFAC: Number of facilities,1,N: units,,,,,Muana,Aid post,-8.33201894,159.5564898,0,,,,,,,,,400,,No,No,No,Yes,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000546: ID000546,NFAC: Number of facilities,1,N: units,,,,,Kilokaka,Aid post,-8.23850035,159.3161592,1,0,0,0,1,0,0,0,0,600,Monthly,Yes,No,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000548: ID000548,NFAC: Number of facilities,1,N: units,,,,,Koge,Aid post,-8.27816248,159.5917643,1,0,0,0,1,0,0,0,0,800,,Yes,Yes,No,Yes,No,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000561: ID000561,NFAC: Number of facilities,1,N: units,,,,,Sisiga new or being built town estimate,Aid post,-7.912829,159.1628123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000533: ID000533,NFAC: Number of facilities,1,N: units,,,,,Bara,Aid post,-8.19123549,159.603645,1,0,0,0,1,0,0,0,0,500,As required,Yes,No,No,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000544: ID000544,NFAC: Number of facilities,1,N: units,,,,,Kamaosi PSS,Aid post,-8.47640076,159.8088659,1,0,0,0,1,0,0,0,0,600,Weekly,No,No,No,Yes,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000532: ID000532,NFAC: Number of facilities,1,N: units,,,,,Baolo,Clinic,-7.66087,158.7974733,4,0,0,1,2,0,0,1,0,300,Weekly,Yes,Yes,No,Yes,No,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000559: ID000559,NFAC: Number of facilities,1,N: units,,,,,Poro,Clinic,-8.33010104,159.8303369,2,0,0,2,0,0,0,0,0,1000,,Yes,Yes,No,Yes,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000545: ID000545,NFAC: Number of facilities,1,N: units,,,,,Kia,Community health centre,-7.567598333,158.4388767,3,0,1,1,1,0,0,0,0,4664,Weekly,Yes,Yes,Yes,Yes,No,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000562: ID000562,NFAC: Number of facilities,1,N: units,,,,,Susubona,Clinic,-8.3067875,159.4507165,4,0,0,2,0,1,0,1,0,1500,Weekly,Yes,Yes,Yes,Yes,No,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC:DF_HEALTH_FACILITIES(1.0),A: Annual,2021,SB-3: Isabel,DD: Drilldown,ID000541: ID000541,NFAC: Number of facilities,1,N: units,,,,,Hageulu,Aid post,-8.35556466,159.7397451,0,0,0,0,0,0,0,0,0,100,,No,No,No,No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
